normalized_city,year,nyelv,n
,1952,örmény,2
,1957,örmény,119
: Új Delhi :,1974,hindi,13
?,1952,örmény,2
Åbo,1879,svéd,61
Amsterdam,1925,holland,2
Amsterdam,1934,holland,2
Amsterdam,1937,holland,3
Amsterdam,1938,német,3
Amsterdam,1939,német,2
Amsterdam,1951,holland,3
Amsterdam,1952,holland,3
Amsterdam,1953,holland,6
Amsterdam,1958,holland,27
Amsterdam,1959,holland,2
Amsterdam,1964,holland,19
Amsterdam,1969,holland,8
Amsterdam,1977,holland,74
Amsterdam,"NA",holland,41
Amsterdam−Antwerpen,1952,holland,2
Amsterdam−Brussels,"NA",holland,3
Angoulème,1939,francia,15
Ankara,1945,török,2
Ankara,1946,török,17
Ankara,1947,török,2
Ankara,1948,török,11
Ankara,1949,török,8
Ankara,195?,török,3
Ankara,1952,török,17
Ankara,1967,török,3
"Ankara, Millî Eğitim Basimevi","Ankara, Millî Eğitim Basimevi",török,2
Ankara−Istanbul,1968,török,3
Ann Arbor,1977,angol,55
Antwerpen,1943,holland,2
Antwerpen,1950,holland,3
Antwerpen,1964,flamand,11
Arad,1939,román,2
Arad,1949,román,2
Assisi,1874,olasz,2
Bacău,1949,román,3
Bad Wörishofen,1953,német,2
Baden-Baden,1929,német,3
Baia Mare,1957,román,9
Baja,1926,német,34
Banská Bystrica,1891,szlovák,112
Banská Bystrica,1909,szlovák,4
Banská Bystrica,1910,szlovák,3
Banská Bystrica,1913,szlovák,3
Banská Bystrica,1914,szlovák,5
Banská Bystrica,1916,szlovák,5
Barcelona,1921,spanyol,39
Barcelona,1930,eszperantó,2
Barcelona,1930,spanyol,2
Barcelona,194?,spanyol,4
Barcelona,1942,spanyol,2
Barcelona,1943,spanyol,2
Barcelona,1944,spanyol,5
Barcelona,1945,spanyol,62
Barcelona,1946,spanyol,2
Barcelona,1947,spanyol,3
Barcelona,1948,spanyol,7
Barcelona,1949,spanyol,3
Barcelona,1950,spanyol,23
Barcelona,1951,spanyol,2
Barcelona,1952,spanyol,5
Barcelona,1958,spanyol,2
Barcelona,1959,spanyol,12
Barcelona,1960,spanyol,6
Barcelona,1962,spanyol,5
Barcelona,1963,spanyol,16
Barcelona,1964,spanyol,2
Barcelona,1965,spanyol,4
Barcelona,1966,spanyol,2
Barcelona,1970,spanyol,3
Barcelona,1976,spanyol,2
Barcelona,"NA",spanyol,30
Basel,1933,német,3
Basel,1961,német,9
Békéscsaba,1890,szlovák,2
Beograd,1951,szerb,2
Beograd,1964,horvát,83
Beograd,1966,horvát,2
Beograd,1969,horvát,46
Beograd,1970,horvát,126
Beograd−Subotica,1965,horvát,70
Berlin,1850,német,18
Berlin,1851,német,3
Berlin,1860,német,66
Berlin,1872,német,2
Berlin,1873,német,5
Berlin,1874,német,4
Berlin,1875,német,2
Berlin,1876,német,3
Berlin,1878,német,3
Berlin,1879,német,5
Berlin,1880,német,4
Berlin,1881,német,7
Berlin,1882,német,6
Berlin,1883,német,3
Berlin,1884,német,11
Berlin,1885,német,8
Berlin,1886,német,19
Berlin,1887,német,14
Berlin,1889,német,6
Berlin,1890,német,8
Berlin,1891,német,72
Berlin,1892,német,6
Berlin,1893,német,12
Berlin,1894,német,14
Berlin,1895,német,2
Berlin,1896,német,5
Berlin,1897,német,10
Berlin,1898,német,3
Berlin,1899,német,2
Berlin,1900,német,6
Berlin,1905,német,39
Berlin,1908,német,2
Berlin,1909,német,4
Berlin,1910,német,6
Berlin,1911,német,3
Berlin,1912,német,3
Berlin,1914,német,2
Berlin,1916,német,3
Berlin,1917,német,3
Berlin,1919,német,2
Berlin,1920,német,3
Berlin,1921,német,6
Berlin,1922,német,24
Berlin,1923,német,25
Berlin,1926,német,21
Berlin,1927,német,23
Berlin,1928,német,2
Berlin,1929,eszperantó,2
Berlin,1929,német,3
Berlin,1930,német,3
Berlin,1931,német,2
Berlin,1941,német,2
Berlin,1946,német,6
Berlin,1947,német,4
Berlin,1948,német,16
Berlin,1949,német,5
Berlin,1950,német,3
Berlin,1951,német,27
Berlin,1952,német,7
Berlin,1953,német,13
Berlin,1954,német,71
Berlin,1955,német,11
Berlin,1956,német,7
Berlin,1957,német,10
Berlin,1958,német,7
Berlin,1959,német,39
Berlin,1960,német,75
Berlin,1961,német,21
Berlin,1962,német,109
Berlin,1963,német,34
Berlin,1964,német,13
Berlin,1965,német,14
Berlin,1966,német,91
Berlin,1967,német,67
Berlin,1968,német,7
Berlin,1969,német,19
Berlin,1970,német,10
Berlin,1971,német,69
Berlin,1972,német,67
Berlin,1973,német,101
Berlin,1974,német,10
Berlin,1975,német,29
Berlin,1976,német,102
Berlin,1977,német,95
Berlin,"NA",német,112
Berlin−Eisenach−Leipzig,1901,német,9
Berlin−Eisenach−Leipzig,1903,német,2
Berlin−Köln−Leipzig,1895,német,2
Berlin−Leipzig,1900,német,5
Berlin−Leipzig,1911,német,3
Berlin−Leipzig,1926,német,41
Berlin−Leipzig,"NA",német,4
Berlin−Potsdam,192?,német,8
Berlin−Stuttgart,1959,német,2
Berlin−Weimar,1977,német,34
Berlin−Wien,1929,német,2
Bern,1868,német,92
Bern,1968,német,9
Bern,"NA",német,2
Bilthoven,1939,holland,17
Bilthoven,1962,holland,2
Boca Raton,1972,angol,850
Bologna,1863,olasz,17
Bologna,1928,olasz,2
Bologna,1931,olasz,3
Bologna,1938,olasz,2
Bologna,1948,olasz,5
Bologna,1959,olasz,2
Boston,1901,angol,2
Boudry,1948,francia,18
Braşov,1863,német,15
Braşov,1929,román,4
Braşov,1930,román,3
Braşov,1931,román,6
Braşov,1933,román,2
Braşov,1934,román,2
Braşov,1935,román,2
Braşov,1936,román,3
Braşov,1938,román,2
Braşov,1945,román,2
Braşov,1949,román,3
Bratislava,1854,német,2
Bratislava,1859,német,11
Bratislava,1904,francia,274
Bratislava,1909,szlovák,2
Bratislava,1910,szlovák,3
Bratislava,1932,cseh,15
Bratislava,1934,szlovák,2
Bratislava,1935,szlovák,5
Bratislava,1936,szlovák,5
Bratislava,1937,szlovák,5
Bratislava,1938,szlovák,4
Bratislava,1939,szlovák,3
Bratislava,1940,szlovák,6
Bratislava,1941,szlovák,44
Bratislava,1942,szlovák,5
Bratislava,1943,szlovák,51
Bratislava,1947,szlovák,2
Bratislava,1948,szlovák,3
Bratislava,1949,szlovák,28
Bratislava,195?,szlovák,2
Bratislava,1950,szlovák,108
Bratislava,1951,szlovák,44
Bratislava,1952,szlovák,93
Bratislava,1953,szlovák,116
Bratislava,1954,szlovák,47
Bratislava,1955,szlovák,8
Bratislava,1956,szlovák,13
Bratislava,1957,szlovák,303
Bratislava,1958,szlovák,13
Bratislava,1959,szlovák,74
Bratislava,1960,szlovák,100
Bratislava,1961,szlovák,160
Bratislava,1962,szlovák,30
Bratislava,1963,szlovák,25
Bratislava,1964,szlovák,96
Bratislava,1965,szlovák,15
Bratislava,1966,szlovák,193
Bratislava,1967,szlovák,73
Bratislava,1968,szlovák,8
Bratislava,1969,szlovák,8
Bratislava,1970,szlovák,6
Bratislava,1971,szlovák,79
Bratislava,1972,szlovák,6
Bratislava,1973,szlovák,162
Bratislava,1974,szlovák,12
Bratislava,1975,szlovák,50
Bratislava,1976,szlovák,265
Bratislava,1978,szlovák,35
"Bratislava, Druhé vyd",1943,szlovák,19
"Bratislava, Treti vyd","Bratislava, Treti vyd.",szlovák,18
Bratislava−Leipzig,1854,német,15
Bratislava−Leipzig,1879,német,2
Braunschweig,1852,német,45
Bregenz,1948,német,2
Bremen,1950,német,2
Brno,1820,német,2
Brno,1899,cseh,8
Brno,1949,cseh,3
Brno,1950,cseh,44
Bruxelles,1928,flamand,2
Bruxelles,1946,francia,4
Bruxelles,1947,francia,2
Bruxelles,1949,francia,2
Bruxelles,1963,francia,70
Bruxelles,1964,francia,16
Bruxelles,1969,francia,62
Bruxelles,1971,francia,11
Bruxelles,1974,francia,8
Bruxelles,1977,francia,51
Bruxelles−Den Haag,1969,holland,111
Bruxelles−Paris,1860,francia,104
Bucureşti,1897,román,8
Bucureşti,1907,román,10
Bucureşti,1909,román,16
Bucureşti,1910,román,4
Bucureşti,1911,román,2
Bucureşti,1913,román,4
Bucureşti,1922,román,7
Bucureşti,1923,román,8
Bucureşti,1924,román,5
Bucureşti,1925,román,8
Bucureşti,1926,román,24
Bucureşti,1927,román,15
Bucureşti,1928,román,13
Bucureşti,1929,román,12
Bucureşti,1930,román,4
Bucureşti,1931,román,2
Bucureşti,1932,román,2
Bucureşti,1933,román,3
Bucureşti,1934,román,11
Bucureşti,1937,román,4
Bucureşti,1938,román,5
Bucureşti,1939,román,6
Bucureşti,1945,román,17
Bucureşti,1947,román,69
Bucureşti,1948,román,153
Bucureşti,1949,német,2
Bucureşti,1949,román,95
Bucureşti,195?,román,2
Bucureşti,1950,román,5
Bucureşti,1951,román,3
Bucureşti,1952,román,7
Bucureşti,1953,román,15
Bucureşti,1954,román,218
Bucureşti,1955,francia,2
Bucureşti,1955,német,7
Bucureşti,1955,román,98
Bucureşti,1956,román,4
Bucureşti,1957,román,204
Bucureşti,1958,román,44
Bucureşti,1959,román,4
Bucureşti,1960,román,123
Bucureşti,1961,román,198
Bucureşti,1962,német,167
Bucureşti,1962,román,66
Bucureşti,1963,német,12
Bucureşti,1963,román,45
Bucureşti,1964,román,70
Bucureşti,1965,román,393
Bucureşti,1966,román,138
Bucureşti,1967,román,121
Bucureşti,1968,német,4
Bucureşti,1968,román,263
Bucureşti,1969,román,331
Bucureşti,1970,német,5
Bucureşti,1970,román,125
Bucureşti,1971,román,215
Bucureşti,1972,román,312
Bucureşti,1973,román,133
Bucureşti,1974,román,24
Bucureşti,1975,román,22
Bucureşti,1976,román,64
Bucureşti,"NA",román,15
Budapest,1829,német,41
Budapest,1839,német,4
Budapest,1841,német,8
Budapest,1842,német,2
Budapest,1843,német,5
Budapest,1844,német,2
Budapest,1850,német,4
Budapest,1852,német,2
Budapest,1853,német,10
Budapest,1854,német,61
Budapest,1855,német,58
Budapest,1856,német,3
Budapest,1858,német,20
Budapest,1860,szlovák,3
Budapest,1861,francia,2
Budapest,1861,német,6
Budapest,1861,olasz,2
Budapest,1861,török,2
Budapest,1863,német,10
Budapest,1864,német,655
Budapest,1865,szlovák,2
Budapest,1866,német,8
Budapest,1867,francia,2
Budapest,1867,német,662
Budapest,1868,héber,20
Budapest,1868,német,4
Budapest,1869,német,2
Budapest,1871,német,2
Budapest,1872,német,200
Budapest,1872,román,2
Budapest,1873,héber,3
Budapest,1873,német,15
Budapest,1874,német,3
Budapest,1874,török,2
Budapest,1875,német,2
Budapest,1876,német,7
Budapest,1877,német,28
Budapest,1877,román,4
Budapest,1878,német,3
Budapest,1879,német,3
Budapest,1880,latin,20
Budapest,1880,német,436
Budapest,1881,francia,2
Budapest,1882,francia,10
Budapest,1883,francia,4
Budapest,1883,német,2
Budapest,1885,francia,7
Budapest,1886,német,71
Budapest,1886,szlovák,6
Budapest,1887,francia,2
Budapest,1887,német,92
Budapest,1887,szlovák,4
Budapest,1888,francia,2
Budapest,1888,német,2
Budapest,1889,német,2
Budapest,1889,volapük,3
Budapest,189?,francia,3
Budapest,1890,francia,7
Budapest,1890,német,56
Budapest,1890,volapük,75
Budapest,1890,Volapük,2
Budapest,1891,német,13
Budapest,1892,német,4
Budapest,1893,német,2
Budapest,1894,német,38
Budapest,1894,német (szász − gründler),10
Budapest,1894,szlovák,5
Budapest,1895,német,107
Budapest,1895,szlovák,4
Budapest,1896,német,102
Budapest,1897,német,3
Budapest,1897,szlovák,2
Budapest,1898,német,10
Budapest,1898,szlovák,3
Budapest,1899,német,2
Budapest,1899,szlovák,3
Budapest,1900,német,5
Budapest,1900,szlovák,6
Budapest,1901,német,2
Budapest,1901,szlovák,2
Budapest,1902,héber,2
Budapest,1903,francia,16
Budapest,1903,német,25
Budapest,1903,román,3
Budapest,1904,német,115
Budapest,1904,román,4
Budapest,1904,szlovák,4
Budapest,1905,német,4
Budapest,1906,angol,22
Budapest,1906,francia,17
Budapest,1906,szlovák,3
Budapest,1907,eszperantó,16
Budapest,1907,német,2
Budapest,1907,szlovák,3
Budapest,1908,angol,2
Budapest,1908,francia,2
Budapest,1908,német,3
Budapest,1908,olasz,2
Budapest,1908,szlovák,4
Budapest,1909,francia,2
Budapest,1909,latin,2
Budapest,1909,német,4
Budapest,1909,olasz,2
Budapest,1909,perzsa,2
Budapest,1909,portugál,2
Budapest,1909,román,3
Budapest,1909,török,3
Budapest,1909,újgörög,2
Budapest,1909,ukrán,2
Budapest,1910,eszperantó,24
Budapest,1910,német,5
Budapest,1910,szlovák,6
Budapest,1911,német,5
Budapest,1911,szlovák,5
Budapest,1912,héber,4
Budapest,1912,német,5
Budapest,1912,szlovák,6
Budapest,1913,német,11
Budapest,1913,szlovák,9
Budapest,1914,német,236
Budapest,1914,szlovák,8
Budapest,1915,német,3
Budapest,1915,szlovák,7
Budapest,1916,német,2
Budapest,1916,szlovák,7
Budapest,1917,eszperantó,7
Budapest,1917,román,4
Budapest,1920,angol,2
Budapest,1920,francia,2
Budapest,1920,német,54
Budapest,1920,olasz,2
Budapest,1921,eszperantó,25
Budapest,1921,francia,7
Budapest,1921,vend,2
Budapest,1922,eszperantó,2
Budapest,1922,szlovák,12
Budapest,1923,eszperantó,5
Budapest,1923,ido,45
Budapest,1923,német,35
Budapest,1923,szlovák,3
Budapest,1924,francia,2
Budapest,1924,szlovák,11
Budapest,1925,francia,4
Budapest,1925,szlovák,3
Budapest,1926,angol,65
Budapest,1926,német,100
Budapest,1926,német (szász − gründler),3
Budapest,1927,német,2
Budapest,1928,francia,12
Budapest,1929,angol,4
Budapest,1929,eszperantó,74
Budapest,193?,francia,15
Budapest,193?,német,61
Budapest,1930,francia,28
Budapest,1930,német,6
Budapest,1931,eszperantó,33
Budapest,1931,francia,3
Budapest,1931,német,6
Budapest,1932,francia,31
Budapest,1932,német,7
Budapest,1933,eszperantó,182
Budapest,1933,francia,26
Budapest,1933,német,84
Budapest,1934,francia,10
Budapest,1934,német,4
Budapest,1935,eszperantó,2
Budapest,1935,francia,35
Budapest,1935,német,185
Budapest,1936,francia,14
Budapest,1936,német,2
Budapest,1937,angol,23
Budapest,1937,francia,32
Budapest,1937,német,3
Budapest,1938,angol,6
Budapest,1938,francia,39
Budapest,1938,német,780
Budapest,1939,angol,14
Budapest,1939,francia,10
Budapest,1939,német,15
Budapest,1940,eszperantó,32
Budapest,1940,francia,13
Budapest,1940,lengyel,11
Budapest,1940,német,40
Budapest,1941,angol,65
Budapest,1941,francia,10
Budapest,1941,lengyel,23
Budapest,1941,német,51
Budapest,1942,francia,9
Budapest,1942,lengyel,47
Budapest,1942,német,120
Budapest,1943,lengyel,149
Budapest,1943,német,29
Budapest,1944,lengyel,10
Budapest,1944,német,121
Budapest,1946,német,14
Budapest,1947,angol,3
Budapest,1947,olasz,31
Budapest,1948,angol,69
Budapest,1948,bolgár,3
Budapest,1948,francia,23
Budapest,1948,lengyel,7
Budapest,1948,orosz,3
Budapest,1948,román,55
Budapest,1952,cseh,5
Budapest,1952,francia,9
Budapest,1952,orosz,6
Budapest,1953,német,2
Budapest,1954,angol,10
Budapest,1954,francia,6
Budapest,1954,német,6
Budapest,1954,orosz,4
Budapest,1955,angol,10
Budapest,1955,francia,11
Budapest,1955,horvát,2
Budapest,1955,német,12
Budapest,1955,orosz,11
Budapest,1956,angol,11
Budapest,1956,francia,11
Budapest,1956,német,12
Budapest,1956,orosz,9
Budapest,1957,angol,2
Budapest,1957,német,69
Budapest,1958,német,2
Budapest,1959,német,6
Budapest,1960,francia,5
Budapest,1960,német,47
Budapest,1961,angol,35
Budapest,1961,eszperantó,19
Budapest,1961,francia,10
Budapest,1961,német,35
Budapest,1961,orosz,3
Budapest,1962,angol,98
Budapest,1962,eszperantó,12
Budapest,1962,német,2
Budapest,1962,orosz,72
Budapest,1963,angol,28
Budapest,1963,eszperantó,28
Budapest,1963,francia,4
Budapest,1963,német,10
Budapest,1963,orosz,585
Budapest,1964,angol,97
Budapest,1964,eszperantó,18
Budapest,1964,francia,2
Budapest,1964,német,68
Budapest,1965,angol,62
Budapest,1965,eszperantó,23
Budapest,1965,francia,201
Budapest,1965,német,58
Budapest,1965,orosz,46
Budapest,1965,spanyol,45
Budapest,1966,angol,17
Budapest,1966,eszperantó,41
Budapest,1966,francia,56
Budapest,1966,német,10
Budapest,1966,olasz,6
Budapest,1966,orosz,5
Budapest,1966,spanyol,9
Budapest,1967,angol,33
Budapest,1967,eszperantó,10
Budapest,1967,francia,156
Budapest,1967,német,5
Budapest,1967,spanyol,68
Budapest,1968,angol,17
Budapest,1968,eszperantó,14
Budapest,1968,francia,24
Budapest,1968,német,34
Budapest,1968,olasz,2
Budapest,1968,orosz,17
Budapest,1968,spanyol,12
Budapest,1969,angol,3
Budapest,1969,eszperantó,11
Budapest,1969,német,6
Budapest,1970,angol,11
Budapest,1970,eszperantó,143
Budapest,1970,francia,33
Budapest,1970,lengyel,6
Budapest,1970,német,409
Budapest,1970,spanyol,3
Budapest,1971,angol,14
Budapest,1971,eszperantó,11
Budapest,1971,finn,2
Budapest,1971,francia,177
Budapest,1971,német,76
Budapest,1971,orosz,5
Budapest,1971,spanyol,3
Budapest,1972,angol,19
Budapest,1972,eszperantó,8
Budapest,1972,francia,30
Budapest,1972,német,8
Budapest,1972,spanyol,19
Budapest,1973,angol,89
Budapest,1973,eszperantó,30
Budapest,1973,finn,4
Budapest,1973,francia,192
Budapest,1973,horvát,8
Budapest,1973,lengyel,3
Budapest,1973,makedón,2
Budapest,1973,német,113
Budapest,1973,olasz,20
Budapest,1973,orosz,5
Budapest,1973,spanyol,5
Budapest,1973,szlovák,9
Budapest,1974,angol,52
Budapest,1974,eszperantó,19
Budapest,1974,francia,6
Budapest,1974,német,2
Budapest,1974,orosz,69
Budapest,1974,spanyol,51
Budapest,1975,angol,16
Budapest,1975,eszperantó,13
Budapest,1975,francia,40
Budapest,1975,német,3
Budapest,1975,olasz,3
Budapest,1975,orosz,4
Budapest,1975,spanyol,4
Budapest,1976,angol,38
Budapest,1976,bolgár,2
Budapest,1976,cseh,2
Budapest,1976,eszperantó,10
Budapest,1976,francia,80
Budapest,1976,holland,2
Budapest,1976,lengyel,3
Budapest,1976,német,11
Budapest,1976,olasz,16
Budapest,1976,orosz,10
Budapest,1976,román,2
Budapest,1976,spanyol,6
Budapest,1976,svéd,3
Budapest,1976,szlovák,2
Budapest,1977,angol,97
Budapest,1977,cseh,26
Budapest,1977,eszperantó,120
Budapest,1977,finn,10
Budapest,1977,francia,255
Budapest,1977,horvát,17
Budapest,1977,lengyel,19
Budapest,1977,német,146
Budapest,1977,norvég,3
Budapest,1977,olasz,42
Budapest,1977,orosz,127
Budapest,1977,román,23
Budapest,1977,spanyol,102
Budapest,1977,szlovák,19
Budapest,1978,eszperantó,7
Budapest,1978,francia,311
Budapest,1978,német,79
Budapest,1979,angol,22
Budapest,1985,német,2
Budapest,"NA",francia,60
Budapest,"NA",német,62
